date,close,volume,value,symbol_id,مقدار,daily_return,risk_free_rate,market_cap,usd_to_rial
2019-09-04,10322,2358149,24339788975,13243992182070788,290951.0,0.015883269,0.216856,118011000000.0,113420.0
2019-09-07,10751,4237192,45553949083,13243992182070788,295432.0,0.015401219,0.220776,109976000000.0,113890.0
2019-09-08,11248,7051137,79310390715,13243992182070788,297316.0,0.006377102,0.218196,118306000000.0,116000.0
2019-09-11,11736,1862928,21863627907,13243992182070788,300544.0,0.010857135,0.215248,120526000000.0,115970.0
2019-09-14,12322,536117,6606033674,13243992182070788,304765.0,0.014044533,0.21716,122265000000.0,114000.0
2019-09-15,12803,7986268,102248489989,13243992182070788,303179.0,-0.00520401,0.217022,118519000000.0,112980.0
2019-09-16,13419,3857431,51764523864,13243992182070788,307171.0,0.013167139,0.214184,122351000000.0,113500.0
2019-09-17,13474,4087565,55074271030,13243992182070788,303685.0,-0.011348728,0.212267,120776000000.0,114000.0
2019-09-18,13795,5476149,75540742684,13243992182070788,295744.0,-0.026148806,0.207456,117346000000.0,114000.0
2019-09-21,14453,589423,8519050727,13243992182070788,299553.0,0.012879382,0.214008,118855000000.0,114500.0
2019-09-22,15175,378128,5738092400,13243992182070788,304050.0,0.015012368,0.206476,120975000000.0,113940.0
2019-09-23,15933,251749,4011116817,13243992182070788,313211.0,0.030129913,0.208462,125661000000.0,113460.0
2019-09-25,17531,234249,4106575641,13243992182070788,316264.0,0.00707228,0.19546,129066000000.0,113470.0
2019-10-07,16002,760723,12172711581,13243992182070788,322287.0,0.003000096,0.208231,130473000000.0,114000.0
2019-10-08,15202,298701,4540852602,13243992182070788,315637.0,-0.020633783,0.205844,128871000000.0,113930.0
2019-10-09,14920,9715371,144956011614,13243992182070788,313815.0,-0.005772454,0.2047,128301000000.0,113950.0
2019-10-12,15666,347548,5444686968,13243992182070788,322442.0,0.027490719,0.207662,131221000000.0,114070.0
2019-10-13,16410,4819021,79079734358,13243992182070788,325978.0,0.010966313,0.207741,134484000000.0,114000.0
2019-10-14,16742,8421745,140995926280,13243992182070788,319352.0,-0.020326525,0.197585,131479000000.0,113500.0
2019-10-15,16379,8284888,135701352567,13243992182070788,308437.0,-0.034178587,0.20065,127287000000.0,113530.0
2019-10-16,17134,5599310,95940169890,13243992182070788,308347.0,-0.000291794,0.198136,126606000000.0,113960.0
2019-10-20,16502,4529184,74738844319,13243992182070788,299709.0,-0.028013893,0.201462,123928000000.0,113890.0
2019-10-21,15897,5451400,86663466582,13243992182070788,300005.0,0.000987625,0.206307,121772000000.0,113540.0
2019-10-22,16576,2658678,44069296544,13243992182070788,306414.0,0.021362977,0.202717,124776000000.0,112600.0
2019-10-23,16840,2411145,40603281326,13243992182070788,304047.0,-0.007724843,0.203193,124047000000.0,112550.0
2019-10-26,17244,2460524,42429836160,13243992182070788,302071.0,-0.006498995,0.205955,123311000000.0,111380.0
2019-10-28,18106,196602,3559675812,13243992182070788,305135.0,0.010143311,0.204074,124432000000.0,111410.0
2019-10-30,19011,583722,11097138942,13243992182070788,309189.0,0.013285923,0.198,127312000000.0,111460.0
2019-11-02,19788,2588943,51231085046,13243992182070788,308273.0,-0.002962589,0.206254,127925000000.0,112440.0
2019-11-03,20663,1048730,21670298075,13243992182070788,308443.0,0.000551459,0.205663,127112000000.0,112520.0
2019-11-04,21602,9292006,200726343687,13243992182070788,304470.0,-0.012880824,0.206054,125857000000.0,113030.0
2019-11-05,21976,4815778,105830313491,13243992182070788,305025.0,0.00182284,0.201957,125656000000.0,112900.0
2019-11-09,23073,731390,16875431876,13243992182070788,305597.0,0.001875256,0.208085,125677000000.0,113530.0
2019-11-10,24196,5934632,143592475480,13243992182070788,302684.0,-0.009532162,0.202022,124081000000.0,113510.0
2019-11-11,23202,8936039,207329761607,13243992182070788,303927.0,0.004106593,0.207014,125304000000.0,113980.0
2019-11-12,23819,2517739,59969854790,13243992182070788,306582.0,0.00873565,0.204157,124661000000.0,114380.0
2019-11-13,25004,923798,23099054797,13243992182070788,307084.0,0.001637409,0.202832,125145000000.0,114480.0
2019-11-18,26462,4171393,110382729928,13243992182070788,302768.0,0.002347224,0.205612,123567000000.0,121500.0
2019-11-19,26319,3477377,91522359252,13243992182070788,305126.0,0.007788141,0.206543,124238000000.0,119410.0
2019-11-20,26978,2503159,67529531353,13243992182070788,305761.0,0.002081107,0.202318,124755000000.0,118920.0
2019-11-23,28326,248398,7036121748,13243992182070788,306344.0,0.001906718,0.205774,125130000000.0,117960.0
2019-11-24,29593,6368130,188451777891,13243992182070788,306363.0,6.20218e-05,0.2066,123880000000.0,118960.0
2019-11-25,30266,2278786,68970607102,13243992182070788,309298.0,0.009580139,0.2063,125205000000.0,120530.0
2019-11-26,31280,5879597,183914423377,13243992182070788,310868.0,0.005076011,0.206878,125166000000.0,123510.0
2019-11-27,30913,3179323,98283319910,13243992182070788,312408.0,0.004953871,0.204946,126556000000.0,122460.0
2019-11-30,32088,2564086,82275210658,13243992182070788,315615.0,0.010265422,0.207797,122425000000.0,125480.0
2019-12-01,33690,3090370,104115145043,13243992182070788,319521.0,0.012375838,0.208493,128396000000.0,123920.0
2019-12-02,35033,3385138,118592668706,13243992182070788,320511.0,0.003098388,0.207307,128761000000.0,125410.0
2019-12-03,36269,2709009,98252906090,13243992182070788,321107.0,0.001859531,0.20537,127856000000.0,124970.0
2019-12-04,34814,7695795,267922129755,13243992182070788,323107.0,0.006228453,0.207677,129202000000.0,126940.0
2019-12-07,33330,2173334,72438052454,13243992182070788,328265.0,0.015963752,0.210309,127989000000.0,128940.0
2019-12-08,32696,9226275,301664474735,13243992182070788,333073.0,0.014646703,0.211167,133800000000.0,129430.0
2019-12-09,33316,1616898,53868034352,13243992182070788,336655.0,0.010754399,0.208816,134959000000.0,135530.0
2019-12-10,31868,4603416,146703711039,13243992182070788,340224.0,0.010601357,0.205468,135799000000.0,138480.0
2019-12-11,33104,3783804,125257775984,13243992182070788,340097.0,-0.000373283,0.206424,131141000000.0,131040.0
2019-12-14,34347,2346039,80578345643,13243992182070788,344184.0,0.01201716,0.208175,138178000000.0,126970.0
2019-12-15,35942,4513587,162226072930,13243992182070788,345161.0,0.002838598,0.207339,135820000000.0,125520.0
2019-12-16,37380,2789344,104265280895,13243992182070788,345630.0,0.001358786,0.206148,135110000000.0,126960.0
2019-12-17,39222,1984033,77818701610,13243992182070788,348200.0,0.007435697,0.208148,135482000000.0,127980.0
2019-12-18,38261,3000328,114795440586,13243992182070788,351115.0,0.008371626,0.206059,135563000000.0,129020.0
2019-12-21,36584,1851906,67749627436,13243992182070788,354532.0,0.009731854,0.208556,137504000000.0,129400.0
2019-12-22,37926,2733141,103656080341,13243992182070788,357475.0,0.008301084,0.206385,139040000000.0,129870.0
2019-12-23,38464,2385760,91765618196,13243992182070788,359438.0,0.005491293,0.207188,137754000000.0,129890.0
2019-12-24,38527,1037263,39962433473,13243992182070788,362530.0,0.008602318,0.209515,139376000000.0,129880.0
2019-12-25,37482,1934920,72524326425,13243992182070788,361502.0,-0.002835627,0.201988,137989000000.0,129700.0
2019-12-28,37171,2173793,80801184269,13243992182070788,368280.0,0.01874955,0.208937,146314000000.0,129740.0
2019-12-29,38014,3597089,136739842296,13243992182070788,370665.0,0.006476051,0.209097,139267000000.0,129580.0
2019-12-30,39860,1329316,52986064897,13243992182070788,376921.0,0.016877774,0.205145,143455000000.0,129500.0
2019-12-31,41665,1738351,72428485464,13243992182070788,378343.0,0.003772674,0.206613,140979000000.0,129500.0
2020-01-01,44001,139813,6151911813,13243992182070788,385207.0,0.018142268,0.20114,143396000000.0,129590.0
2020-01-04,42194,6925314,292205147294,13243992182070788,368333.0,-0.043805019,0.208419,139849000000.0,133300.0
2020-01-05,44271,3799492,168206188842,13243992182070788,366356.0,-0.005367426,0.208732,137443000000.0,133300.0
2020-01-07,43929,2130458,93587836868,13243992182070788,359091.0,-0.019830438,0.20771,113281000000.0,133820.0
2020-01-08,43051,138725,5972249975,13243992182070788,353969.0,-0.014263794,0.206126,131484000000.0,133850.0
2020-01-11,43912,81805,3592221160,13243992182070788,360090.0,0.017292475,0.204633,133643000000.0,130530.0
2020-01-12,46107,1200011,55328907177,13243992182070788,376517.0,0.045619151,0.205553,140786000000.0,130500.0
2020-01-13,48259,1668897,80538902865,13243992182070788,392124.0,0.041450984,0.201716,144412000000.0,130200.0
2020-01-14,48755,1534599,74819283429,13243992182070788,395987.0,0.009851476,0.20302,145224000000.0,130030.0
2020-01-15,46993,2274440,106883471592,13243992182070788,399130.0,0.007937129,0.200971,147649000000.0,131070.0
2020-01-18,46638,2111288,98466524804,13243992182070788,410020.0,0.027284343,0.203865,153059000000.0,130500.0
2020-01-19,44978,1961244,88212586114,13243992182070788,410914.0,0.002180381,0.202935,151261000000.0,130000.0
2020-01-20,43750,1867427,81699177015,13243992182070788,410215.0,-0.001701086,0.203506,151009000000.0,129540.0
2020-01-21,43507,1687008,73396695879,13243992182070788,406489.0,-0.009083042,0.201923,147690000000.0,129530.0
2020-01-22,44311,1968963,87247646780,13243992182070788,411195.0,0.011577189,0.199573,147863000000.0,129500.0
2020-01-25,45440,1838615,83546341736,13243992182070788,416603.0,0.013151911,0.199607,150011000000.0,133500.0
2020-01-26,44665,2448046,109343149911,13243992182070788,417554.0,0.002282749,0.200177,151610000000.0,134000.0
2020-01-27,43077,1464803,63099137500,13243992182070788,419284.0,0.004143177,0.198974,151309000000.0,134070.0
2020-01-28,42396,1863912,79023097189,13243992182070788,425722.0,0.015354748,0.196903,152605000000.0,134020.0
2020-02-01,40674,2794258,113653393307,13243992182070788,425065.0,-0.001543261,0.198839,152057000000.0,134780.0
2020-02-02,41786,1206593,50419100027,13243992182070788,426756.0,0.003978215,0.197787,152905000000.0,134030.0
2020-02-03,43875,919073,40324279679,13243992182070788,437248.0,0.024585477,0.197716,163900000000.0,133890.0
2020-02-04,43017,1417898,60993226170,13243992182070788,438327.0,0.002467707,0.199047,154254000000.0,134300.0
2020-02-05,43119,956493,41243378381,13243992182070788,444491.0,0.014062561,0.197375,156856000000.0,134500.0
2020-02-08,42394,1457052,61769843074,13243992182070788,451446.0,0.015647111,0.198394,157903000000.0,135080.0
2020-02-09,42198,1064114,44903872931,13243992182070788,453070.0,0.003597329,0.197135,157099000000.0,135030.0
2020-02-10,41981,1278185,53659541093,13243992182070788,445578.0,-0.016536076,0.198858,152059000000.0,136040.0
2020-02-12,43073,1458430,62819312695,13243992182070788,457486.0,0.026724838,0.197325,158491000000.0,137020.0
2020-02-15,43000,1409826,60623013782,13243992182070788,462585.0,0.011145696,0.199644,160877000000.0,138490.0
2020-02-16,43105,879357,37904366620,13243992182070788,473380.0,0.023336252,0.199055,156343000000.0,138990.0
2020-02-17,42797,1178515,50436603565,13243992182070788,477931.0,0.009613841,0.201409,162781000000.0,139540.0
2020-02-18,43707,1673557,73145895447,13243992182070788,473672.0,-0.008911328,0.201616,162078000000.0,141990.0
2020-02-19,45440,1515965,68885083372,13243992182070788,480332.0,0.014060362,0.201709,164891000000.0,141990.0
2020-02-22,46655,3242301,151268148320,13243992182070788,482992.0,0.005537836,0.205363,164856000000.0,145290.0
2020-02-23,48667,2466019,120014974614,13243992182070788,500522.0,0.036294597,0.206406,170989000000.0,147550.0
2020-02-24,47081,2537289,119457452785,13243992182070788,505739.0,0.010423118,0.206716,167381000000.0,146990.0
2020-02-25,46246,2797773,129385715798,13243992182070788,519859.0,0.02791954,0.207106,170011000000.0,148010.0
2020-02-26,45323,2734952,123956295643,13243992182070788,522061.0,0.004235764,0.205003,172441000000.0,155910.0
2020-02-29,44756,2066173,92474445918,13243992182070788,504420.0,-0.03379107,0.205797,163814000000.0,148980.0
2020-03-01,46975,2247153,105560685224,13243992182070788,514356.0,0.019697871,0.205968,168664000000.0,151510.0
2020-03-02,47139,2579414,121590625261,13243992182070788,527160.0,0.024893265,0.205144,173142000000.0,155430.0
2020-03-03,47517,3193429,151742696304,13243992182070788,541702.0,0.027585553,0.205231,173842000000.0,153350.0
2020-03-04,51301,3184117,163347337856,13243992182070788,552731.0,0.020359903,0.203132,176530000000.0,153790.0
2020-03-07,49379,1462642,72223154804,13243992182070788,546914.0,-0.010524107,0.206066,174166000000.0,149960.0
2020-03-09,46921,2246163,105393147138,13243992182070788,533295.0,-0.024901538,0.206269,169825000000.0,152030.0
2020-03-10,47100,1143422,53855236978,13243992182070788,519306.0,-0.02623126,0.208081,170105000000.0,151050.0
2020-03-11,47510,909000,43213131780,13243992182070788,519916.0,0.001174645,0.207638,174502000000.0,148550.0
2020-03-14,45222,1683259,76120430708,13243992182070788,502984.0,-0.032566799,0.206628,161492000000.0,148050.0
2020-03-15,44652,395914,17303875065,13243992182070788,495337.0,-0.015203267,0.206812,163657000000.0,148030.0
2020-03-16,43797,1107862,48521363695,13243992182070788,505529.0,0.020575891,0.203688,163643000000.0,156550.0
2020-03-17,42928,550530,23197426915,13243992182070788,501791.0,-0.007394235,0.199653,163639000000.0,157450.0
2020-03-18,42648,838137,35685372500,13243992182070788,511740.0,0.01982698,0.195022,167123000000.0,149030.0
2020-03-24,43668,904349,39764354758,13243992182070788,507979.0,-0.007349435,0.197097,165563000000.0,148995.0
2020-03-25,44875,795573,36156217269,13243992182070788,519869.0,0.023406479,0.1932,170195000000.0,148977.5
2020-03-28,46697,1172986,54775392214,13243992182070788,531434.0,0.022245989,0.194206,174370000000.0,148968.75
2020-03-29,46397,1808127,83891848053,13243992182070788,544333.0,0.024272064,0.189781,178802000000.0,148964.375
2020-03-30,44929,918295,40970886998,13243992182070788,546002.0,0.003066138,0.182732,179552000000.0,148962.1875
2020-04-04,44794,1517180,67961316532,13243992182070788,565046.0,0.034878993,0.184809,182471000000.0,157950.0
2020-04-05,44036,1851987,81553933910,13243992182070788,571978.0,0.012268028,0.183538,187432000000.0,158030.0
2020-04-06,42999,1024191,43947658188,13243992182070788,569048.0,-0.005122575,0.183819,180920000000.0,156990.0
2020-04-07,44379,1393858,61858380821,13243992182070788,582767.0,0.024108687,0.177694,190039000000.0,156990.0
2020-04-08,46311,1751295,81104077294,13243992182070788,596426.0,0.023438184,0.175575,194135000000.0,156090.0
2020-04-11,48423,2480707,120122084924,13243992182070788,605707.0,0.015561025,0.180122,199497000000.0,156040.0
2020-04-12,50663,4496279,227796621456,13243992182070788,620968.0,0.02519535,0.194881,203677000000.0,155990.0
2020-04-13,48398,1082940,52412628535,13243992182070788,623143.0,0.003502596,0.188922,205789000000.0,156000.0
2020-04-14,47411,2658556,126046078060,13243992182070788,624014.0,0.001397753,0.191047,202419000000.0,156000.0
2020-04-15,48815,2065584,100831729427,13243992182070788,642434.0,0.029518568,0.188978,213012000000.0,156080.0
2020-04-18,50888,2451386,124746603346,13243992182070788,664988.0,0.035107108,0.184115,215075000000.0,153500.0
2020-04-19,49532,2863361,141829036021,13243992182070788,684303.0,0.029045637,0.182267,221168000000.0,152590.0
2020-04-20,48496,1913472,92795543628,13243992182070788,704376.0,0.029333497,0.181003,235834000000.0,152560.0
2020-04-21,47220,1790541,84549927375,13243992182070788,720446.0,0.02281452,0.178064,244006000000.0,153500.0
2020-04-22,48864,3257374,159167747304,13243992182070788,746396.0,0.036019355,0.167561,251612000000.0,155000.0
2020-04-25,51208,3474581,177924993611,13243992182070788,754558.0,0.010935214,0.171109,246981000000.0,155000.0
2020-04-26,51429,3389048,174294308055,13243992182070788,781280.0,0.03541411,0.171918,257230000000.0,156100.0
2020-04-27,49294,3324851,163894626141,13243992182070788,801919.0,0.026416906,0.16873,265585000000.0,156000.0
2020-04-28,49140,1902977,93512676212,13243992182070788,824128.0,0.027694817,0.165148,271236000000.0,155500.0
2020-05-02,53902,2402356,129492960992,13243992182070788,895940.0,0.047197157,0.152985,297821000000.0,156050.0
2020-05-03,56597,4433661,250931688237,13243992182070788,932792.0,0.041132219,0.156664,309956000000.0,156000.0
2020-05-04,55236,4091026,225972820357,13243992182070788,953580.0,0.022285783,0.158183,316915000000.0,156070.0
2020-05-05,54580,3556451,194110585158,13243992182070788,953944.0,0.000381719,0.159218,317372000000.0,156000.0
2020-05-06,53334,1917734,102279914176,13243992182070788,951563.0,-0.002495954,0.156118,316740000000.0,157110.0
2020-05-09,55033,598319,33503607699,13243992182070788,991095.0,0.04154428,0.152741,331057000000.0,158040.0
2020-05-10,55861,2362167,131954008542,13243992182070788,1012233.0,0.021327925,0.151921,338486000000.0,162100.0
2020-05-11,53304,911068,48495714135,13243992182070788,1014868.0,0.002603156,0.149656,339795000000.0,165000.0
2020-05-12,52575,256471,12987434969,13243992182070788,989660.0,-0.024838698,0.150703,331673000000.0,166000.0
2020-05-13,50271,3034987,152571379875,13243992182070788,983096.0,-0.006632581,0.149535,322913000000.0,168610.0
2020-05-16,48853,582050,27850175187,13243992182070788,955374.0,-0.02819867,0.150212,295309000000.0,168000.0
2020-05-17,48163,1378260,66381462770,13243992182070788,938428.0,-0.017737556,0.151476,312174000000.0,170310.0
2020-05-18,50487,1679442,84789833948,13243992182070788,964010.0,0.027260482,0.151035,310294000000.0,172000.0
2020-05-19,52725,1332883,70276198292,13243992182070788,970438.0,0.006667981,0.151282,302536000000.0,171500.0
2020-05-20,51326,1601089,82177150020,13243992182070788,955457.0,-0.015437359,0.149582,293285000000.0,173100.0
2020-05-23,49148,1358424,66763990146,13243992182070788,932133.0,-0.024411355,0.150274,279092000000.0,173000.0
2020-05-26,48067,429160,20039368349,13243992182070788,903843.0,-0.030349746,0.152964,270059000000.0,173000.0
2020-05-27,46401,853813,39417067505,13243992182070788,912964.0,0.010091354,0.151148,275881000000.0,171580.0
2020-05-30,47215,790200,37542939645,13243992182070788,946842.0,0.037107706,0.151736,285327000000.0,171040.0
2020-05-31,45847,873048,39746846476,13243992182070788,943906.0,-0.003100834,0.151594,283029000000.0,171000.0
2020-06-01,45999,696057,32075758043,13243992182070788,960042.0,0.017094923,0.151145,283428000000.0,170770.0
2020-06-02,46232,1200888,55519173909,13243992182070788,997829.0,0.039359736,0.146242,296670000000.0,170700.0
2020-06-06,47062,388330,18850703190,13243992182070788,1035938.0,0.038191915,0.149956,306852000000.0,169830.0
2020-06-09,46530,562948,26312257485,13243992182070788,1082569.0,-0.000857408,0.146952,319854000000.0,169300.0
2020-06-10,48474,998158,48544051381,13243992182070788,1115679.0,0.030584656,0.144438,328247000000.0,172500.0
2020-06-13,49600,479232,24391471104,13243992182070788,1149333.0,0.03016459,0.142112,338798000000.0,177560.0
2020-06-14,50998,1564360,79779390357,13243992182070788,1147154.0,-0.001895882,0.143374,343181000000.0,177600.0
2020-06-15,50632,1407403,71260241518,13243992182070788,1162079.0,0.013010459,0.140176,339549000000.0,178800.0
2020-06-16,49489,2280114,112840078083,13243992182070788,1190407.0,0.024377,0.139126,348724000000.0,182100.0
2020-06-20,51340,1821198,93499758862,13243992182070788,1228805.0,0.032256195,0.14455,361819000000.0,186020.0
2020-06-21,50488,1493344,75396302568,13243992182070788,1257250.0,0.023148506,0.160321,367637000000.0,188020.0
2020-06-22,50826,1560513,79315404714,13243992182070788,1293686.0,0.028980712,0.152547,373437000000.0,188020.0
2020-06-23,52205,2324482,121348802748,13243992182070788,1338898.0,0.034948202,0.149045,391089000000.0,195970.0
2020-06-24,50785,801141,40388952793,13243992182070788,1363049.0,0.018037969,0.1469,393212000000.0,193020.0
2020-06-27,52277,1395605,72958432629,13243992182070788,1412483.0,0.036267222,0.149615,401609000000.0,188410.0
2020-06-28,50160,1641395,82332363403,13243992182070788,1433426.0,0.014827081,0.151791,411516000000.0,190430.0
2020-06-29,47884,1614870,77325932040,13243992182070788,1423889.0,-0.006653291,0.149352,402990000000.0,190520.0
2020-06-30,49848,1545037,77017547862,13243992182070788,1483643.0,0.04196535,0.148938,413535000000.0,189920.0
2020-07-01,49802,949090,47265235402,13243992182070788,1543579.0,0.040397859,0.146691,434263000000.0,189440.0
2020-07-04,48135,1709223,82273800938,13243992182070788,1550235.0,0.004312057,0.158084,428108000000.0,208910.0
2020-07-05,49564,1446108,71675139370,13243992182070788,1581967.0,0.020469155,0.160313,438011000000.0,216470.0
2020-07-06,49864,1883357,93912411207,13243992182070788,1640158.0,0.036783953,0.16665,449032000000.0,218520.0
2020-07-07,48457,2584765,125249887327,13243992182070788,1666974.0,0.016349644,0.168087,458863000000.0,217520.0
2020-07-08,47429,1271941,60326698550,13243992182070788,1673560.0,0.003950871,0.167942,460173000000.0,222020.0
2020-07-11,46858,1391110,65183940154,13243992182070788,1663217.0,-0.006180239,0.16756,456452000000.0,222410.0
2020-07-12,48983,1849270,90582749941,13243992182070788,1730219.0,0.040284581,0.174261,458204000000.0,225520.0
2020-07-13,51264,4415145,226336374533,13243992182070788,1737006.0,0.003922625,0.175881,467138000000.0,227420.0
2020-07-14,53826,10740865,578136270603,13243992182070788,1755893.0,0.010873307,0.175569,465986000000.0,227460.0
2020-07-15,56517,2404853,135915077001,13243992182070788,1749973.0,-0.003371504,0.174496,465468000000.0,229410.0
2020-07-18,64298,10553496,678568535208,13243992182070788,1729173.0,-0.011885898,0.17459,420314000000.0,230970.0
2020-07-19,62315,9346282,582412227864,13243992182070788,1780907.0,0.029918348,0.183177,396238000000.0,230950.0
2020-07-20,63152,3818042,241117714352,13243992182070788,1836057.0,0.030967367,0.18349,488974000000.0,226020.0
2020-07-21,60424,1727584,104388288694,13243992182070788,1826379.0,-0.005271078,0.184293,465692000000.0,204520.0
2020-07-22,57702,1542548,89008857504,13243992182070788,1808059.0,-0.010030777,0.184529,472287000000.0,203430.0
2020-07-25,57216,2844962,162778706989,13243992182070788,1856345.0,0.026705987,0.186497,468210000000.0,203020.0
2020-07-26,59411,3805321,226076846695,13243992182070788,1849543.0,-0.00366419,0.184546,478892000000.0,202950.0
2020-07-27,58677,2176111,127687073623,13243992182070788,1836757.0,-0.006913059,0.183652,468198000000.0,204910.0
2020-07-28,56888,2063001,117360179912,13243992182070788,1843788.0,0.003827942,0.182345,475506000000.0,204920.0
2020-07-29,54147,844073,45642159010,13243992182070788,1810365.0,-0.018127355,0.185938,461947000000.0,204990.0
2020-08-01,53757,2637503,141785428222,13243992182070788,1864371.0,0.029831553,0.185269,476353000000.0,213020.0
2020-08-02,52373,3053687,159930272083,13243992182070788,1911975.0,0.025533545,0.186075,491705000000.0,217020.0
2020-08-03,50379,2512274,126565620199,13243992182070788,1899922.0,-0.006303953,0.186204,482286000000.0,218990.0
2020-08-04,52784,2738318,144538869027,13243992182070788,1902355.0,0.001280579,0.187393,485722000000.0,222960.0
2020-08-05,52564,2192042,115223324302,13243992182070788,1934264.0,0.01677342,0.185554,490410000000.0,227020.0
2020-08-09,50180,2054640,103101011457,13243992182070788,1975510.0,0.021323873,0.188141,497438000000.0,219965.0
2020-08-10,47959,1298766,62287736870,13243992182070788,1959675.0,-0.008015652,0.187636,493634000000.0,209910.0
2020-08-11,45736,1170047,53512849833,13243992182070788,1899824.0,-0.030541289,0.186644,475870000000.0,216820.0
2020-08-12,43999,2260251,99449054158,13243992182070788,1877708.0,-0.011641078,0.189027,464432000000.0,218020.0
2020-08-15,41857,2165741,90651158097,13243992182070788,1815554.0,-0.033100993,0.184192,448450000000.0,220520.0
2020-08-16,41342,841582,34641021127,13243992182070788,1731330.0,-0.046390248,0.187493,427748000000.0,219020.0
